Date,Close,High,Low,Open,Volume,Returns,MA7,MA30,MA50,MA200,Volatility
2023-03-23,28333.97265625,28729.84375,27183.36328125,27301.95703125,24220433689,0.03759177902540278,27716.135323660714,24037.145768229166,23703.528515625,20067.64349609375,0.0359836649276371
2023-03-24,27493.28515625,28388.4375,27039.265625,28324.111328125,25980310960,-0.02967065403073854,27726.04324776786,24147.293815104167,23783.956796875,20106.04806640625,0.0364512362582753
2023-03-25,27494.70703125,27791.826171875,27196.234375,27487.337890625,13383005987,5.17171735541222e-05,27801.59012276786,24265.534309895833,23864.8644921875,20149.33326171875,0.036355899990245515
2023-03-26,27994.330078125,28178.14453125,27445.046875,27495.5234375,13878363192,0.018171608313816145,27795.255022321428,24425.407747395835,23958.114140625,20192.853291015625,0.03575875001430161
2023-03-27,27139.888671875,28037.92578125,26606.689453125,27994.068359375,18188895178,-0.03052194511765327,27705.633928571428,24557.558203125,24041.79859375,20231.903564453125,0.03638418215453369
2023-03-28,27268.130859375,27460.71875,26677.818359375,27132.888671875,17783600385,0.004725228944394866,27575.96456473214,24681.122135416666,24131.9590234375,20261.33845703125,0.036327836137469365
2023-03-29,28348.44140625,28619.54296875,27259.662109375,27267.03125,20684945906,0.0396180637553154,27724.67940848214,24841.974479166667,24233.64203125,20294.67796875,0.036825636224417764
2023-03-30,28033.5625,29159.90234375,27720.16015625,28350.140625,22435349951,-0.0111074503792854,27681.763671875,25004.848111979165,24335.5253125,20325.999501953123,0.03673230632125589
2023-03-31,28478.484375,28639.896484375,27583.71484375,28032.26171875,19001327598,0.015871042968584437,27822.506417410714,25165.912565104165,24468.71421875,20356.539677734374,0.03666932201048756
2023-04-01,28411.03515625,28802.45703125,28297.171875,28473.33203125,10876469901,-0.0023684272611504964,27953.41043526786,25330.431510416667,24603.91125,20397.111318359373,0.03661557568996977
2023-04-02,28199.30859375,28518.958984375,27884.087890625,28462.845703125,12284641999,-0.00745226498561502,27982.69308035714,25524.985807291665,24730.479921875,20436.902412109375,0.03526999081519139
2023-04-03,27790.220703125,28475.623046875,27276.720703125,28183.080078125,19556501327,-0.014507018470504951,28075.59765625,25706.21484375,24850.5202734375,20477.3474609375,0.0354838772941099
2023-04-04,28168.08984375,28433.7421875,27681.3046875,27795.2734375,15284538859,0.0135971982612757,28204.163225446428,25897.300716145834,24977.7200390625,20519.324990234374,0.03548960549498228
2023-04-05,28177.984375,28739.23828125,27843.763671875,28169.7265625,17052315986,0.000351267384649967,28179.81222098214,26088.908268229166,25096.8636328125,20559.57703125,0.03548477992660097
2023-04-06,28044.140625,28178.384765625,27738.759765625,28175.2265625,13837809380,-0.004749940528704033,28181.323381696428,26283.053971354166,25171.589609375,20602.700205078127,0.0354158681946462
